minute,player_id,player_name,team_name,x,y,end_x,end_y,pass_recipient_id,pass_recipient_name,outcome_id,outcome_name
23,10481.0,Aurélien Djani Tchouaméni,France,44.5,47.7,40.0,62.4,4445.0,Jules Koundé,,
23,4445.0,Jules Koundé,France,39.0,63.9,33.2,52.6,5485.0,Raphaël Varane,,
23,5485.0,Raphaël Varane,France,34.7,47.2,39.0,7.0,6704.0,Theo Bernard François Hernández,,
23,6704.0,Theo Bernard François Hernández,France,38.5,7.4,97.2,9.8,3009.0,Kylian Mbappé Lottin,9.0,Incomplete
24,3009.0,Kylian Mbappé Lottin,France,98.0,0.1,87.5,7.7,3026.0,Adrien Rabiot,,
24,3026.0,Adrien Rabiot,France,89.7,7.7,96.5,5.1,3009.0,Kylian Mbappé Lottin,,
24,3009.0,Kylian Mbappé Lottin,France,105.9,5.5,104.6,28.4,,,9.0,Incomplete
24,20572.0,Cristian Gabriel Romero,Argentina,14.4,53.0,26.6,47.4,2995.0,Ángel Fabián Di María Hernández,,
24,29560.0,Julián Álvarez,Argentina,36.9,48.5,32.4,34.4,27886.0,Alexis Mac Allister,,
24,27886.0,Alexis Mac Allister,Argentina,38.8,29.5,22.5,17.3,5507.0,Nicolás Alejandro Tagliafico,,
24,5507.0,Nicolás Alejandro Tagliafico,Argentina,22.5,17.0,25.9,14.5,,,9.0,Incomplete
24,5507.0,Nicolás Alejandro Tagliafico,Argentina,34.9,0.1,50.3,2.9,27886.0,Alexis Mac Allister,9.0,Incomplete
24,10481.0,Aurélien Djani Tchouaméni,France,69.8,77.2,73.0,76.7,4445.0,Jules Koundé,9.0,Incomplete
25,5485.0,Raphaël Varane,France,48.4,80.0,34.3,66.3,8519.0,Dayotchanculle Upamecano,,
25,8519.0,Dayotchanculle Upamecano,France,41.3,53.0,45.2,48.5,3026.0,Adrien Rabiot,,
25,3026.0,Adrien Rabiot,France,50.3,50.4,48.0,61.8,10481.0,Aurélien Djani Tchouaméni,,
25,10481.0,Aurélien Djani Tchouaméni,France,48.0,62.0,66.4,66.0,5477.0,Ousmane Dembélé,,
25,5477.0,Ousmane Dembélé,France,66.4,66.0,56.7,63.7,3026.0,Adrien Rabiot,9.0,Incomplete
25,29560.0,Julián Álvarez,Argentina,63.4,16.4,55.0,19.0,27886.0,Alexis Mac Allister,,
25,27886.0,Alexis Mac Allister,Argentina,58.5,17.7,54.4,24.3,38718.0,Enzo Fernandez,,
25,38718.0,Enzo Fernandez,Argentina,54.4,24.3,55.0,13.4,5507.0,Nicolás Alejandro Tagliafico,,
25,5507.0,Nicolás Alejandro Tagliafico,Argentina,55.0,12.8,58.0,2.5,2995.0,Ángel Fabián Di María Hernández,,
25,2995.0,Ángel Fabián Di María Hernández,Argentina,45.0,4.0,45.4,10.8,27886.0,Alexis Mac Allister,9.0,Incomplete
25,5477.0,Ousmane Dembélé,France,80.3,70.8,88.8,56.2,3604.0,Olivier Giroud,,
26,5487.0,Antoine Griezmann,France,90.1,55.1,106.4,33.5,,,9.0,Incomplete
28,6909.0,Damián Emiliano Martínez,Argentina,28.3,41.2,88.6,63.9,29560.0,Julián Álvarez,9.0,Incomplete
28,6704.0,Theo Bernard François Hernández,France,31.5,16.2,45.8,23.3,,,9.0,Incomplete
28,38718.0,Enzo Fernandez,Argentina,77.9,57.5,81.1,73.9,5503.0,Lionel Andrés Messi Cuccittini,,
29,5503.0,Lionel Andrés Messi Cuccittini,Argentina,120.0,80.0,116.4,43.6,,,9.0,Incomplete
29,3099.0,Hugo Lloris,France,10.1,9.6,64.4,44.2,4445.0,Jules Koundé,,
29,4445.0,Jules Koundé,France,64.4,44.2,82.2,55.4,5477.0,Ousmane Dembélé,,
29,5477.0,Ousmane Dembélé,France,82.4,55.4,75.8,56.2,5487.0,Antoine Griezmann,9.0,Incomplete
29,27886.0,Alexis Mac Allister,Argentina,44.3,23.9,34.7,21.1,5507.0,Nicolás Alejandro Tagliafico,,
29,5507.0,Nicolás Alejandro Tagliafico,Argentina,34.7,20.5,38.8,26.7,38718.0,Enzo Fernandez,,
29,38718.0,Enzo Fernandez,Argentina,39.6,28.0,42.2,53.6,29201.0,Nahuel Molina Lucero,,
29,29201.0,Nahuel Molina Lucero,Argentina,63.4,61.8,75.4,38.4,29560.0,Julián Álvarez,,
29,29560.0,Julián Álvarez,Argentina,75.6,38.9,62.5,42.9,5503.0,Lionel Andrés Messi Cuccittini,,
30,5503.0,Lionel Andrés Messi Cuccittini,Argentina,81.8,38.6,91.4,29.2,27886.0,Alexis Mac Allister,,
30,27886.0,Alexis Mac Allister,Argentina,92.9,27.7,105.1,13.8,2995.0,Ángel Fabián Di María Hernández,,
30,2995.0,Ángel Fabián Di María Hernández,Argentina,106.8,12.8,111.1,79.5,29560.0,Julián Álvarez,75.0,Out
30,6704.0,Theo Bernard François Hernández,France,9.2,0.1,36.2,5.5,3604.0,Olivier Giroud,,
30,3604.0,Olivier Giroud,France,36.2,5.5,42.8,12.1,3009.0,Kylian Mbappé Lottin,9.0,Incomplete
30,29201.0,Nahuel Molina Lucero,Argentina,77.3,68.0,88.2,60.0,29560.0,Julián Álvarez,9.0,Incomplete
30,10481.0,Aurélien Djani Tchouaméni,France,31.9,20.1,42.4,13.9,3604.0,Olivier Giroud,,
30,3604.0,Olivier Giroud,France,42.4,13.9,51.4,16.0,3009.0,Kylian Mbappé Lottin,9.0,Incomplete
30,38718.0,Enzo Fernandez,Argentina,64.4,23.9,65.7,5.3,5507.0,Nicolás Alejandro Tagliafico,,
30,5507.0,Nicolás Alejandro Tagliafico,Argentina,60.8,4.6,32.1,15.1,3090.0,Nicolás Hernán Otamendi,,
30,3090.0,Nicolás Hernán Otamendi,Argentina,23.8,17.7,8.6,36.1,6909.0,Damián Emiliano Martínez,,
30,6909.0,Damián Emiliano Martínez,Argentina,7.8,38.2,8.8,54.5,20572.0,Cristian Gabriel Romero,,
30,20572.0,Cristian Gabriel Romero,Argentina,19.7,56.4,36.2,51.5,7797.0,Rodrigo Javier De Paul,,
30,7797.0,Rodrigo Javier De Paul,Argentina,37.9,60.3,45.6,59.4,5503.0,Lionel Andrés Messi Cuccittini,,
31,5503.0,Lionel Andrés Messi Cuccittini,Argentina,45.8,59.4,64.4,73.5,7797.0,Rodrigo Javier De Paul,,
31,7797.0,Rodrigo Javier De Paul,Argentina,70.0,65.0,68.1,55.5,5503.0,Lionel Andrés Messi Cuccittini,,
31,5503.0,Lionel Andrés Messi Cuccittini,Argentina,68.1,54.5,81.1,29.9,27886.0,Alexis Mac Allister,,
31,27886.0,Alexis Mac Allister,Argentina,81.8,31.4,80.7,45.1,5503.0,Lionel Andrés Messi Cuccittini,,
31,5503.0,Lionel Andrés Messi Cuccittini,Argentina,92.7,47.6,116.8,7.4,2995.0,Ángel Fabián Di María Hernández,,
31,2995.0,Ángel Fabián Di María Hernández,Argentina,107.9,8.3,91.4,11.9,27886.0,Alexis Mac Allister,,
31,27886.0,Alexis Mac Allister,Argentina,93.1,11.9,87.1,18.8,38718.0,Enzo Fernandez,,
31,38718.0,Enzo Fernandez,Argentina,87.1,18.1,90.8,2.5,27886.0,Alexis Mac Allister,,
31,27886.0,Alexis Mac Allister,Argentina,90.8,2.5,98.5,18.3,5507.0,Nicolás Alejandro Tagliafico,,
31,5507.0,Nicolás Alejandro Tagliafico,Argentina,100.4,20.5,90.1,20.5,27886.0,Alexis Mac Allister,,
32,6704.0,Theo Bernard François Hernández,France,18.0,0.1,43.9,8.7,3009.0,Kylian Mbappé Lottin,9.0,Incomplete
32,29201.0,Nahuel Molina Lucero,Argentina,76.2,71.4,97.8,68.2,5503.0,Lionel Andrés Messi Cuccittini,,
32,27886.0,Alexis Mac Allister,Argentina,87.1,30.5,82.2,44.0,38718.0,Enzo Fernandez,,
32,38718.0,Enzo Fernandez,Argentina,85.8,45.5,93.3,52.6,29560.0,Julián Álvarez,,
32,29560.0,Julián Álvarez,Argentina,93.3,52.6,87.8,51.1,38718.0,Enzo Fernandez,,
32,38718.0,Enzo Fernandez,Argentina,87.8,51.3,90.5,70.7,7797.0,Rodrigo Javier De Paul,,
32,7797.0,Rodrigo Javier De Paul,Argentina,91.8,68.6,109.6,29.2,2995.0,Ángel Fabián Di María Hernández,9.0,Incomplete
32,5477.0,Ousmane Dembélé,France,21.6,55.1,52.9,45.1,,,9.0,Incomplete
32,3090.0,Nicolás Hernán Otamendi,Argentina,65.1,36.3,55.0,51.3,20572.0,Cristian Gabriel Romero,,
32,20572.0,Cristian Gabriel Romero,Argentina,53.7,58.3,65.9,54.9,7797.0,Rodrigo Javier De Paul,,
32,7797.0,Rodrigo Javier De Paul,Argentina,68.7,55.5,63.8,48.3,38718.0,Enzo Fernandez,,
32,38718.0,Enzo Fernandez,Argentina,62.7,42.7,52.3,27.1,3090.0,Nicolás Hernán Otamendi,,
32,3090.0,Nicolás Hernán Otamendi,Argentina,52.3,26.5,65.9,6.6,5507.0,Nicolás Alejandro Tagliafico,,
32,5507.0,Nicolás Alejandro Tagliafico,Argentina,67.7,6.4,75.8,2.3,2995.0,Ángel Fabián Di María Hernández,,
32,2995.0,Ángel Fabián Di María Hernández,Argentina,74.9,3.8,92.0,15.1,27886.0,Alexis Mac Allister,,
32,4445.0,Jules Koundé,France,33.8,80.0,53.3,75.5,3604.0,Olivier Giroud,9.0,Incomplete
33,5507.0,Nicolás Alejandro Tagliafico,Argentina,66.8,4.6,70.9,10.2,27886.0,Alexis Mac Allister,,
33,27886.0,Alexis Mac Allister,Argentina,72.4,7.8,74.7,2.9,2995.0,Ángel Fabián Di María Hernández,,
33,5477.0,Ousmane Dembélé,France,54.6,77.8,57.2,72.3,4445.0,Jules Koundé,,
33,5507.0,Nicolás Alejandro Tagliafico,Argentina,73.0,6.1,80.9,19.2,29560.0,Julián Álvarez,9.0,Incomplete
33,5485.0,Raphaël Varane,France,39.2,60.9,61.0,63.3,,,9.0,Incomplete
33,3026.0,Adrien Rabiot,France,48.6,50.6,88.8,27.3,,,9.0,Incomplete
33,20572.0,Cristian Gabriel Romero,Argentina,31.3,52.8,9.9,54.1,6909.0,Damián Emiliano Martínez,,
33,6909.0,Damián Emiliano Martínez,Argentina,11.0,56.6,31.9,70.5,29201.0,Nahuel Molina Lucero,,
33,29201.0,Nahuel Molina Lucero,Argentina,35.6,72.9,43.7,66.2,7797.0,Rodrigo Javier De Paul,,
33,7797.0,Rodrigo Javier De Paul,Argentina,49.0,67.5,44.3,49.3,38718.0,Enzo Fernandez,,
33,38718.0,Enzo Fernandez,Argentina,70.4,52.1,81.3,74.4,29201.0,Nahuel Molina Lucero,,
33,29201.0,Nahuel Molina Lucero,Argentina,81.3,73.3,67.0,71.8,7797.0,Rodrigo Javier De Paul,,
33,7797.0,Rodrigo Javier De Paul,Argentina,63.2,70.9,42.8,62.2,20572.0,Cristian Gabriel Romero,,
33,20572.0,Cristian Gabriel Romero,Argentina,43.1,58.1,44.3,25.8,3090.0,Nicolás Hernán Otamendi,,
33,3090.0,Nicolás Hernán Otamendi,Argentina,46.7,23.2,57.4,33.5,38718.0,Enzo Fernandez,,
33,38718.0,Enzo Fernandez,Argentina,57.4,33.5,49.5,25.8,3090.0,Nicolás Hernán Otamendi,,
33,3090.0,Nicolás Hernán Otamendi,Argentina,49.5,26.0,56.3,25.6,38718.0,Enzo Fernandez,,
33,38718.0,Enzo Fernandez,Argentina,53.5,23.9,44.6,41.0,20572.0,Cristian Gabriel Romero,,
33,20572.0,Cristian Gabriel Romero,Argentina,43.5,41.2,51.4,48.5,7797.0,Rodrigo Javier De Paul,,
33,7797.0,Rodrigo Javier De Paul,Argentina,51.4,48.5,50.5,13.6,3090.0,Nicolás Hernán Otamendi,,
34,3090.0,Nicolás Hernán Otamendi,Argentina,52.5,15.1,40.1,33.5,20572.0,Cristian Gabriel Romero,,
34,20572.0,Cristian Gabriel Romero,Argentina,39.6,36.3,55.5,44.2,7797.0,Rodrigo Javier De Paul,,
34,7797.0,Rodrigo Javier De Paul,Argentina,64.4,42.3,76.0,62.4,5503.0,Lionel Andrés Messi Cuccittini,,
34,5503.0,Lionel Andrés Messi Cuccittini,Argentina,80.3,57.7,101.2,8.9,2995.0,Ángel Fabián Di María Hernández,,
34,2995.0,Ángel Fabián Di María Hernández,Argentina,98.5,17.5,94.2,29.7,5503.0,Lionel Andrés Messi Cuccittini,,
34,4445.0,Jules Koundé,France,18.4,55.4,39.8,52.4,3026.0,Adrien Rabiot,9.0,Incomplete
34,38718.0,Enzo Fernandez,Argentina,80.7,23.2,88.4,4.6,5507.0,Nicolás Alejandro Tagliafico,,
34,5507.0,Nicolás Alejandro Tagliafico,Argentina,90.3,5.7,81.3,12.3,38718.0,Enzo Fernandez,,
34,38718.0,Enzo Fernandez,Argentina,80.1,14.7,86.5,5.3,5507.0,Nicolás Alejandro Tagliafico,,
34,5507.0,Nicolás Alejandro Tagliafico,Argentina,86.5,5.3,93.7,3.8,2995.0,Ángel Fabián Di María Hernández,,
34,2995.0,Ángel Fabián Di María Hernández,Argentina,87.3,4.6,74.1,8.1,38718.0,Enzo Fernandez,,
34,38718.0,Enzo Fernandez,Argentina,74.7,10.0,54.0,39.9,20572.0,Cristian Gabriel Romero,,
34,20572.0,Cristian Gabriel Romero,Argentina,53.7,45.7,21.2,32.0,6909.0,Damián Emiliano Martínez,,
34,6909.0,Damián Emiliano Martínez,Argentina,21.2,32.0,27.9,22.4,3090.0,Nicolás Hernán Otamendi,,
34,3090.0,Nicolás Hernán Otamendi,Argentina,25.9,22.4,10.1,40.6,6909.0,Damián Emiliano Martínez,,
34,6909.0,Damián Emiliano Martínez,Argentina,9.7,45.1,12.9,55.5,20572.0,Cristian Gabriel Romero,,
34,20572.0,Cristian Gabriel Romero,Argentina,12.5,55.3,21.5,73.3,29201.0,Nahuel Molina Lucero,,
34,29201.0,Nahuel Molina Lucero,Argentina,21.5,73.3,27.0,79.1,,,75.0,Out
35,6704.0,Theo Bernard François Hernández,France,93.1,0.1,110.8,7.0,3009.0,Kylian Mbappé Lottin,,
35,29201.0,Nahuel Molina Lucero,Argentina,5.8,54.5,4.1,42.1,6909.0,Damián Emiliano Martínez,,
35,6909.0,Damián Emiliano Martínez,Argentina,4.1,42.1,51.0,73.1,,,9.0,Incomplete
35,8519.0,Dayotchanculle Upamecano,France,71.3,5.5,94.2,8.3,,,9.0,Incomplete
35,29201.0,Nahuel Molina Lucero,Argentina,25.9,71.8,41.6,59.2,27886.0,Alexis Mac Allister,,
35,27886.0,Alexis Mac Allister,Argentina,41.8,59.0,53.1,61.8,5503.0,Lionel Andrés Messi Cuccittini,,
35,5503.0,Lionel Andrés Messi Cuccittini,Argentina,52.9,61.8,62.5,68.2,29560.0,Julián Álvarez,,
35,29560.0,Julián Álvarez,Argentina,63.2,68.2,99.3,54.9,27886.0,Alexis Mac Allister,,
35,27886.0,Alexis Mac Allister,Argentina,99.3,54.9,111.8,32.1,2995.0,Ángel Fabián Di María Hernández,,
36,3604.0,Olivier Giroud,France,61.0,40.1,54.6,42.9,10481.0,Aurélien Djani Tchouaméni,,
36,10481.0,Aurélien Djani Tchouaméni,France,54.6,42.9,56.7,12.1,3009.0,Kylian Mbappé Lottin,,
37,3009.0,Kylian Mbappé Lottin,France,66.8,10.6,45.4,30.3,8519.0,Dayotchanculle Upamecano,,
37,8519.0,Dayotchanculle Upamecano,France,45.4,31.6,52.7,46.2,10481.0,Aurélien Djani Tchouaméni,,
37,10481.0,Aurélien Djani Tchouaméni,France,56.5,64.6,72.1,76.1,5477.0,Ousmane Dembélé,,
37,5507.0,Nicolás Alejandro Tagliafico,Argentina,44.3,7.4,44.3,3.1,2995.0,Ángel Fabián Di María Hernández,,
37,2995.0,Ángel Fabián Di María Hernández,Argentina,45.2,4.0,42.0,14.1,38718.0,Enzo Fernandez,,
37,38718.0,Enzo Fernandez,Argentina,42.0,13.8,37.7,9.6,27886.0,Alexis Mac Allister,,
37,27886.0,Alexis Mac Allister,Argentina,45.2,14.7,43.1,24.1,38718.0,Enzo Fernandez,,
37,38718.0,Enzo Fernandez,Argentina,43.1,25.0,48.0,42.7,5503.0,Lionel Andrés Messi Cuccittini,,
37,5503.0,Lionel Andrés Messi Cuccittini,Argentina,48.0,42.5,38.1,39.7,7797.0,Rodrigo Javier De Paul,,
37,7797.0,Rodrigo Javier De Paul,Argentina,38.1,39.7,33.2,24.7,3090.0,Nicolás Hernán Otamendi,,
37,3090.0,Nicolás Hernán Otamendi,Argentina,32.8,24.3,25.1,45.9,20572.0,Cristian Gabriel Romero,,
37,20572.0,Cristian Gabriel Romero,Argentina,25.1,45.7,38.8,44.9,38718.0,Enzo Fernandez,,
37,38718.0,Enzo Fernandez,Argentina,39.6,43.8,33.6,24.7,3090.0,Nicolás Hernán Otamendi,,
37,3090.0,Nicolás Hernán Otamendi,Argentina,33.9,23.9,41.6,9.3,5507.0,Nicolás Alejandro Tagliafico,,
37,5507.0,Nicolás Alejandro Tagliafico,Argentina,44.8,8.1,28.9,15.8,3090.0,Nicolás Hernán Otamendi,,
37,3090.0,Nicolás Hernán Otamendi,Argentina,30.6,14.5,38.8,2.1,5507.0,Nicolás Alejandro Tagliafico,,
37,5507.0,Nicolás Alejandro Tagliafico,Argentina,38.6,3.4,54.0,7.8,27886.0,Alexis Mac Allister,,
38,2995.0,Ángel Fabián Di María Hernández,Argentina,53.5,7.0,46.7,63.9,29201.0,Nahuel Molina Lucero,,
38,29201.0,Nahuel Molina Lucero,Argentina,46.7,63.7,45.2,49.1,7797.0,Rodrigo Javier De Paul,,
38,7797.0,Rodrigo Javier De Paul,Argentina,43.5,50.0,26.4,48.9,20572.0,Cristian Gabriel Romero,,
38,20572.0,Cristian Gabriel Romero,Argentina,26.4,48.7,37.5,44.6,38718.0,Enzo Fernandez,,
38,38718.0,Enzo Fernandez,Argentina,37.5,44.6,49.7,51.7,7797.0,Rodrigo Javier De Paul,9.0,Incomplete
38,6704.0,Theo Bernard François Hernández,France,70.4,28.4,80.5,34.8,5487.0,Antoine Griezmann,,
38,5487.0,Antoine Griezmann,France,80.5,35.2,87.3,22.2,3009.0,Kylian Mbappé Lottin,,
38,3009.0,Kylian Mbappé Lottin,France,87.1,10.4,94.4,21.3,3026.0,Adrien Rabiot,,
38,20572.0,Cristian Gabriel Romero,Argentina,33.4,54.9,51.4,72.9,5503.0,Lionel Andrés Messi Cuccittini,,
38,8519.0,Dayotchanculle Upamecano,France,42.6,5.1,9.7,25.4,3099.0,Hugo Lloris,,
38,3099.0,Hugo Lloris,France,12.9,29.9,27.4,45.9,5485.0,Raphaël Varane,,
38,5485.0,Raphaël Varane,France,49.0,56.9,60.6,53.0,5487.0,Antoine Griezmann,,
38,5487.0,Antoine Griezmann,France,60.4,53.2,44.5,69.3,4445.0,Jules Koundé,,
38,4445.0,Jules Koundé,France,45.6,69.7,45.6,63.1,5485.0,Raphaël Varane,,
38,5485.0,Raphaël Varane,France,45.6,61.6,50.3,43.6,10481.0,Aurélien Djani Tchouaméni,,
38,10481.0,Aurélien Djani Tchouaméni,France,56.9,39.7,50.9,53.0,5485.0,Raphaël Varane,,
39,5485.0,Raphaël Varane,France,62.7,57.5,64.6,73.3,4445.0,Jules Koundé,,
39,4445.0,Jules Koundé,France,64.4,73.5,77.3,64.6,5487.0,Antoine Griezmann,,
39,5487.0,Antoine Griezmann,France,77.3,64.6,80.0,60.5,3009.0,Kylian Mbappé Lottin,9.0,Incomplete
39,2995.0,Ángel Fabián Di María Hernández,Argentina,53.1,11.7,55.0,17.7,29560.0,Julián Álvarez,,
39,29560.0,Julián Álvarez,Argentina,55.2,18.5,48.2,20.7,38718.0,Enzo Fernandez,,
39,38718.0,Enzo Fernandez,Argentina,48.2,20.7,49.3,31.2,7797.0,Rodrigo Javier De Paul,,
39,7797.0,Rodrigo Javier De Paul,Argentina,49.3,31.2,53.3,39.1,5503.0,Lionel Andrés Messi Cuccittini,,
39,5503.0,Lionel Andrés Messi Cuccittini,Argentina,44.6,28.4,35.8,23.0,3090.0,Nicolás Hernán Otamendi,,
39,3090.0,Nicolás Hernán Otamendi,Argentina,35.8,22.6,48.0,3.6,5507.0,Nicolás Alejandro Tagliafico,,
39,5507.0,Nicolás Alejandro Tagliafico,Argentina,48.0,3.1,32.1,16.4,3090.0,Nicolás Hernán Otamendi,,
39,3090.0,Nicolás Hernán Otamendi,Argentina,30.9,19.8,26.6,46.3,20572.0,Cristian Gabriel Romero,,
39,20572.0,Cristian Gabriel Romero,Argentina,27.9,47.4,26.6,29.0,3090.0,Nicolás Hernán Otamendi,,
39,3090.0,Nicolás Hernán Otamendi,Argentina,26.6,26.7,37.1,32.0,38718.0,Enzo Fernandez,,
39,38718.0,Enzo Fernandez,Argentina,37.1,32.0,45.2,72.7,29201.0,Nahuel Molina Lucero,,
39,29201.0,Nahuel Molina Lucero,Argentina,48.4,73.3,52.7,69.5,,,9.0,Incomplete
39,10481.0,Aurélien Djani Tchouaméni,France,55.0,32.7,62.5,23.1,3026.0,Adrien Rabiot,,
39,3026.0,Adrien Rabiot,France,62.5,22.8,51.8,26.5,10481.0,Aurélien Djani Tchouaméni,,
39,10481.0,Aurélien Djani Tchouaméni,France,51.8,26.5,41.3,5.1,8519.0,Dayotchanculle Upamecano,,
39,8519.0,Dayotchanculle Upamecano,France,41.3,5.7,87.5,19.2,,,9.0,Incomplete
39,20572.0,Cristian Gabriel Romero,Argentina,32.6,60.9,40.1,71.6,29201.0,Nahuel Molina Lucero,,
39,29201.0,Nahuel Molina Lucero,Argentina,40.7,74.8,38.3,70.9,7797.0,Rodrigo Javier De Paul,,
39,7797.0,Rodrigo Javier De Paul,Argentina,43.1,69.7,40.1,75.9,29201.0,Nahuel Molina Lucero,,
39,29201.0,Nahuel Molina Lucero,Argentina,39.8,75.9,51.0,74.6,7797.0,Rodrigo Javier De Paul,,
39,7797.0,Rodrigo Javier De Paul,Argentina,51.0,75.0,54.4,75.4,29560.0,Julián Álvarez,9.0,Incomplete
39,10481.0,Aurélien Djani Tchouaméni,France,65.7,4.7,96.1,5.3,,,9.0,Incomplete
39,20572.0,Cristian Gabriel Romero,Argentina,24.0,74.8,37.5,61.1,38718.0,Enzo Fernandez,,
39,38718.0,Enzo Fernandez,Argentina,37.5,61.1,36.9,73.3,29201.0,Nahuel Molina Lucero,,
40,29201.0,Nahuel Molina Lucero,Argentina,36.9,72.9,40.7,76.5,7797.0,Rodrigo Javier De Paul,,
40,7797.0,Rodrigo Javier De Paul,Argentina,40.7,76.3,23.6,30.9,3090.0,Nicolás Hernán Otamendi,,
40,3090.0,Nicolás Hernán Otamendi,Argentina,25.5,28.8,48.4,3.1,2995.0,Ángel Fabián Di María Hernández,,
41,3090.0,Nicolás Hernán Otamendi,Argentina,51.2,3.1,48.4,20.9,5507.0,Nicolás Alejandro Tagliafico,,
41,2995.0,Ángel Fabián Di María Hernández,Argentina,72.1,4.4,39.8,60.3,29201.0,Nahuel Molina Lucero,,
41,29201.0,Nahuel Molina Lucero,Argentina,42.2,57.9,32.4,28.2,3090.0,Nicolás Hernán Otamendi,,
41,3090.0,Nicolás Hernán Otamendi,Argentina,34.9,24.5,49.7,5.7,5507.0,Nicolás Alejandro Tagliafico,,
42,2995.0,Ángel Fabián Di María Hernández,Argentina,57.0,3.6,29.6,16.6,3090.0,Nicolás Hernán Otamendi,,
42,3090.0,Nicolás Hernán Otamendi,Argentina,26.4,18.5,19.5,44.4,20572.0,Cristian Gabriel Romero,,
42,20572.0,Cristian Gabriel Romero,Argentina,15.5,47.6,43.7,41.4,38718.0,Enzo Fernandez,,
42,38718.0,Enzo Fernandez,Argentina,54.4,40.6,102.3,6.6,2995.0,Ángel Fabián Di María Hernández,,
42,4445.0,Jules Koundé,France,2.8,65.8,10.5,71.2,22097.0,Randal Kolo Muani,,
43,3099.0,Hugo Lloris,France,7.0,36.1,72.4,28.8,,,9.0,Incomplete
43,20572.0,Cristian Gabriel Romero,Argentina,33.1,54.1,28.4,70.7,29201.0,Nahuel Molina Lucero,,
43,29201.0,Nahuel Molina Lucero,Argentina,28.7,75.0,39.6,74.8,7797.0,Rodrigo Javier De Paul,9.0,Incomplete
43,3026.0,Adrien Rabiot,France,80.5,5.3,86.5,5.5,2972.0,Marcus Thuram,,
43,38718.0,Enzo Fernandez,Argentina,37.5,66.7,51.0,65.4,29560.0,Julián Álvarez,,
43,10481.0,Aurélien Djani Tchouaméni,France,76.6,11.1,82.0,5.1,3026.0,Adrien Rabiot,,
43,3026.0,Adrien Rabiot,France,83.9,5.9,79.6,6.6,2972.0,Marcus Thuram,,
43,6704.0,Theo Bernard François Hernández,France,69.6,0.1,71.5,8.7,10481.0,Aurélien Djani Tchouaméni,,
43,10481.0,Aurélien Djani Tchouaméni,France,71.5,8.7,68.9,3.6,6704.0,Theo Bernard François Hernández,,
43,6704.0,Theo Bernard François Hernández,France,68.9,3.6,45.0,7.7,8519.0,Dayotchanculle Upamecano,,
43,8519.0,Dayotchanculle Upamecano,France,48.4,22.4,56.3,7.0,6704.0,Theo Bernard François Hernández,,
43,6704.0,Theo Bernard François Hernández,France,56.3,7.0,45.0,16.4,8519.0,Dayotchanculle Upamecano,,
43,8519.0,Dayotchanculle Upamecano,France,42.8,20.7,40.5,51.7,5485.0,Raphaël Varane,,
43,5485.0,Raphaël Varane,France,63.1,58.3,56.3,47.4,10481.0,Aurélien Djani Tchouaméni,,
44,10481.0,Aurélien Djani Tchouaméni,France,56.3,46.8,45.6,32.3,8519.0,Dayotchanculle Upamecano,,
44,8519.0,Dayotchanculle Upamecano,France,53.1,8.1,68.3,19.0,,,77.0,Unknown
44,6704.0,Theo Bernard François Hernández,France,56.5,7.0,55.9,27.5,10481.0,Aurélien Djani Tchouaméni,,
44,10481.0,Aurélien Djani Tchouaméni,France,55.4,28.4,55.7,49.2,5485.0,Raphaël Varane,,
44,5485.0,Raphaël Varane,France,55.2,47.4,49.2,29.9,8519.0,Dayotchanculle Upamecano,,
44,8519.0,Dayotchanculle Upamecano,France,47.7,31.4,47.5,71.6,4445.0,Jules Koundé,,
44,4445.0,Jules Koundé,France,77.5,71.2,86.7,77.2,22097.0,Randal Kolo Muani,,
44,22097.0,Randal Kolo Muani,France,85.2,64.8,94.4,57.3,3009.0,Kylian Mbappé Lottin,9.0,Incomplete
44,3090.0,Nicolás Hernán Otamendi,Argentina,25.7,22.8,32.4,27.5,7797.0,Rodrigo Javier De Paul,,
44,10481.0,Aurélien Djani Tchouaméni,France,86.0,55.1,84.7,46.2,22097.0,Randal Kolo Muani,,
44,38718.0,Enzo Fernandez,Argentina,38.5,33.1,41.6,40.7,7797.0,Rodrigo Javier De Paul,9.0,Incomplete
44,3026.0,Adrien Rabiot,France,78.5,39.4,91.3,30.4,,,9.0,Incomplete
44,29201.0,Nahuel Molina Lucero,Argentina,28.8,49.7,43.3,49.2,5503.0,Lionel Andrés Messi Cuccittini,,
44,5503.0,Lionel Andrés Messi Cuccittini,Argentina,37.5,53.8,44.3,74.2,29201.0,Nahuel Molina Lucero,,
45,29201.0,Nahuel Molina Lucero,Argentina,55.7,76.1,58.0,67.5,5503.0,Lionel Andrés Messi Cuccittini,9.0,Incomplete
45,3026.0,Adrien Rabiot,France,62.1,12.6,63.1,0.8,2972.0,Marcus Thuram,75.0,Out
45,29201.0,Nahuel Molina Lucero,Argentina,57.6,80.0,52.0,72.9,7797.0,Rodrigo Javier De Paul,,
45,7797.0,Rodrigo Javier De Paul,Argentina,50.5,74.6,32.1,70.1,20572.0,Cristian Gabriel Romero,,
45,20572.0,Cristian Gabriel Romero,Argentina,30.2,64.5,27.7,28.0,3090.0,Nicolás Hernán Otamendi,,
